Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-12.5,-4.5,2.5,-6.0,-18.0,-1.5,2.5,3.5
LG,-1.0,0.0,-13.5,-5.5,1.5,-7.0,-19.0,-2.5,1.5,2.5
NC,12.5,13.5,0.0,8.0,15.0,6.5,-5.5,11.0,15.0,16.0
SK,4.5,5.5,-8.0,0.0,7.0,-1.5,-13.5,3.0,7.0,8.0
kt,-2.5,-1.5,-15.0,-7.0,0.0,-8.5,-20.5,-4.0,0.0,1.0
넥센,6.0,7.0,-6.5,1.5,8.5,0.0,-12.0,4.5,8.5,9.5
두산,18.0,19.0,5.5,13.5,20.5,12.0,0.0,16.5,20.5,21.5
롯데,1.5,2.5,-11.0,-3.0,4.0,-4.5,-16.5,0.0,4.0,5.0
삼성,-2.5,-1.5,-15.0,-7.0,0.0,-8.5,-20.5,-4.0,0.0,1.0
한화,-3.5,-2.5,-16.0,-8.0,-1.0,-9.5,-21.5,-5.0,-1.0,0.0
