Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,2.5,1.5,-6.0,-5.5,-3.0,-3.5
OB,-2.5,0.0,-1.0,-8.5,-8.0,-5.5,-6.0
롯데,-1.5,1.0,0.0,-7.5,-7.0,-4.5,-5.0
빙그레,6.0,8.5,7.5,0.0,0.5,3.0,2.5
삼성,5.5,8.0,7.0,-0.5,0.0,2.5,2.0
태평양,3.0,5.5,4.5,-3.0,-2.5,0.0,-0.5
해태,3.5,6.0,5.0,-2.5,-2.0,0.5,0.0
