Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-6.0,-1.0,15.0,-6.5,-7.0,2.0,-10.0,-3.0
LG,-3.5,0.0,-9.5,-4.5,11.5,-10.0,-10.5,-1.5,-13.5,-6.5
NC,6.0,9.5,0.0,5.0,21.0,-0.5,-1.0,8.0,-4.0,3.0
SK,1.0,4.5,-5.0,0.0,16.0,-5.5,-6.0,3.0,-9.0,-2.0
kt,-15.0,-11.5,-21.0,-16.0,0.0,-21.5,-22.0,-13.0,-25.0,-18.0
넥센,6.5,10.0,0.5,5.5,21.5,0.0,-0.5,8.5,-3.5,3.5
두산,7.0,10.5,1.0,6.0,22.0,0.5,0.0,9.0,-3.0,4.0
롯데,-2.0,1.5,-8.0,-3.0,13.0,-8.5,-9.0,0.0,-12.0,-5.0
삼성,10.0,13.5,4.0,9.0,25.0,3.5,3.0,12.0,0.0,7.0
한화,3.0,6.5,-3.0,2.0,18.0,-3.5,-4.0,5.0,-7.0,0.0
