Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,10.0,13.0,8.5,31.0,4.0,16.0,9.0
LG,-10.0,0.0,3.0,-1.5,21.0,-6.0,6.0,-1.0
SK,-13.0,-3.0,0.0,-4.5,18.0,-9.0,3.0,-4.0
두산,-8.5,1.5,4.5,0.0,22.5,-4.5,7.5,0.5
롯데,-31.0,-21.0,-18.0,-22.5,0.0,-27.0,-15.0,-22.0
삼성,-4.0,6.0,9.0,4.5,27.0,0.0,12.0,5.0
한화,-16.0,-6.0,-3.0,-7.5,15.0,-12.0,0.0,-7.0
현대,-9.0,1.0,4.0,-0.5,22.0,-5.0,7.0,0.0
