Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,7.0,12.5,14.5,5.5,15.5,20.0,-3.0
OB,-7.0,0.0,5.5,7.5,-1.5,8.5,13.0,-10.0
롯데,-12.5,-5.5,0.0,2.0,-7.0,3.0,7.5,-15.5
빙그레,-14.5,-7.5,-2.0,0.0,-9.0,1.0,5.5,-17.5
삼성,-5.5,1.5,7.0,9.0,0.0,10.0,14.5,-8.5
쌍방울,-15.5,-8.5,-3.0,-1.0,-10.0,0.0,4.5,-18.5
태평양,-20.0,-13.0,-7.5,-5.5,-14.5,-4.5,0.0,-23.0
해태,3.0,10.0,15.5,17.5,8.5,18.5,23.0,0.0
