Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-14.0,2.5,17.5,-8.0,-22.0,5.5,5.0,5.0
LG,1.5,0.0,-12.5,4.0,19.0,-6.5,-20.5,7.0,6.5,6.5
NC,14.0,12.5,0.0,16.5,31.5,6.0,-8.0,19.5,19.0,19.0
SK,-2.5,-4.0,-16.5,0.0,15.0,-10.5,-24.5,3.0,2.5,2.5
kt,-17.5,-19.0,-31.5,-15.0,0.0,-25.5,-39.5,-12.0,-12.5,-12.5
넥센,8.0,6.5,-6.0,10.5,25.5,0.0,-14.0,13.5,13.0,13.0
두산,22.0,20.5,8.0,24.5,39.5,14.0,0.0,27.5,27.0,27.0
롯데,-5.5,-7.0,-19.5,-3.0,12.0,-13.5,-27.5,0.0,-0.5,-0.5
삼성,-5.0,-6.5,-19.0,-2.5,12.5,-13.0,-27.0,0.5,0.0,0.0
한화,-5.0,-6.5,-19.0,-2.5,12.5,-13.0,-27.0,0.5,0.0,0.0
