Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-9.5,-3.0,-24.5,-10.5,-13.0,-20.0
OB,9.5,0.0,6.5,-15.0,-1.0,-3.5,-10.5
롯데,3.0,-6.5,0.0,-21.5,-7.5,-10.0,-17.0
빙그레,24.5,15.0,21.5,0.0,14.0,11.5,4.5
삼성,10.5,1.0,7.5,-14.0,0.0,-2.5,-9.5
태평양,13.0,3.5,10.0,-11.5,2.5,0.0,-7.0
해태,20.0,10.5,17.0,-4.5,9.5,7.0,0.0
