Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,21.5,-9.5,-2.5,-5.5,9.5,6.5,-17.0
SK,-21.5,0.0,-31.0,-24.0,-27.0,-12.0,-15.0,-38.5
두산,9.5,31.0,0.0,7.0,4.0,19.0,16.0,-7.5
롯데,2.5,24.0,-7.0,0.0,-3.0,12.0,9.0,-14.5
삼성,5.5,27.0,-4.0,3.0,0.0,15.0,12.0,-11.5
한화,-9.5,12.0,-19.0,-12.0,-15.0,0.0,-3.0,-26.5
해태,-6.5,15.0,-16.0,-9.0,-12.0,3.0,0.0,-23.5
현대,17.0,38.5,7.5,14.5,11.5,26.5,23.5,0.0
