Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,9.0,-18.0,-10.0,-7.0,-4.0,-7.0,2.0
LG,-9.0,0.0,-27.0,-19.0,-16.0,-13.0,-16.0,-7.0
SK,18.0,27.0,0.0,8.0,11.0,14.0,11.0,20.0
두산,10.0,19.0,-8.0,0.0,3.0,6.0,3.0,12.0
롯데,7.0,16.0,-11.0,-3.0,0.0,3.0,0.0,9.0
삼성,4.0,13.0,-14.0,-6.0,-3.0,0.0,-3.0,6.0
한화,7.0,16.0,-11.0,-3.0,0.0,3.0,0.0,9.0
히어로즈,-2.0,7.0,-20.0,-12.0,-9.0,-6.0,-9.0,0.0
