Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,7.0,15.5,10.0,38.5,1.0,13.5,5.5
LG,-7.0,0.0,8.5,3.0,31.5,-6.0,6.5,-1.5
SK,-15.5,-8.5,0.0,-5.5,23.0,-14.5,-2.0,-10.0
두산,-10.0,-3.0,5.5,0.0,28.5,-9.0,3.5,-4.5
롯데,-38.5,-31.5,-23.0,-28.5,0.0,-37.5,-25.0,-33.0
삼성,-1.0,6.0,14.5,9.0,37.5,0.0,12.5,4.5
한화,-13.5,-6.5,2.0,-3.5,25.0,-12.5,0.0,-8.0
현대,-5.5,1.5,10.0,4.5,33.0,-4.5,8.0,0.0
