Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,0.5,-3.0,-6.5,-7.0,-3.0,-5.5
OB,-0.5,0.0,-3.5,-7.0,-7.5,-3.5,-6.0
롯데,3.0,3.5,0.0,-3.5,-4.0,0.0,-2.5
빙그레,6.5,7.0,3.5,0.0,-0.5,3.5,1.0
삼성,7.0,7.5,4.0,0.5,0.0,4.0,1.5
태평양,3.0,3.5,0.0,-3.5,-4.0,0.0,-2.5
해태,5.5,6.0,2.5,-1.0,-1.5,2.5,0.0
