Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-8.0,-2.5,-19.5,-11.5,-11.0,-17.5
OB,8.0,0.0,5.5,-11.5,-3.5,-3.0,-9.5
롯데,2.5,-5.5,0.0,-17.0,-9.0,-8.5,-15.0
빙그레,19.5,11.5,17.0,0.0,8.0,8.5,2.0
삼성,11.5,3.5,9.0,-8.0,0.0,0.5,-6.0
태평양,11.0,3.0,8.5,-8.5,-0.5,0.0,-6.5
해태,17.5,9.5,15.0,-2.0,6.0,6.5,0.0
