Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-14.0,3.5,-3.0,-7.0,-10.0,-5.0,-14.0,14.5
LG,14.0,0.0,17.5,11.0,7.0,4.0,9.0,0.0,28.5
NC,-3.5,-17.5,0.0,-6.5,-10.5,-13.5,-8.5,-17.5,11.0
SK,3.0,-11.0,6.5,0.0,-4.0,-7.0,-2.0,-11.0,17.5
넥센,7.0,-7.0,10.5,4.0,0.0,-3.0,2.0,-7.0,21.5
두산,10.0,-4.0,13.5,7.0,3.0,0.0,5.0,-4.0,24.5
롯데,5.0,-9.0,8.5,2.0,-2.0,-5.0,0.0,-9.0,19.5
삼성,14.0,0.0,17.5,11.0,7.0,4.0,9.0,0.0,28.5
한화,-14.5,-28.5,-11.0,-17.5,-21.5,-24.5,-19.5,-28.5,0.0
