Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,2.0,3.0,6.0,4.0,3.0,1.0,2.0,4.0
LG,-4.0,0.0,-2.0,-1.0,2.0,0.0,-1.0,-3.0,-2.0,0.0
NC,-2.0,2.0,0.0,1.0,4.0,2.0,1.0,-1.0,0.0,2.0
SK,-3.0,1.0,-1.0,0.0,3.0,1.0,0.0,-2.0,-1.0,1.0
kt,-6.0,-2.0,-4.0,-3.0,0.0,-2.0,-3.0,-5.0,-4.0,-2.0
넥센,-4.0,0.0,-2.0,-1.0,2.0,0.0,-1.0,-3.0,-2.0,0.0
두산,-3.0,1.0,-1.0,0.0,3.0,1.0,0.0,-2.0,-1.0,1.0
롯데,-1.0,3.0,1.0,2.0,5.0,3.0,2.0,0.0,1.0,3.0
삼성,-2.0,2.0,0.0,1.0,4.0,2.0,1.0,-1.0,0.0,2.0
한화,-4.0,0.0,-2.0,-1.0,2.0,0.0,-1.0,-3.0,-2.0,0.0
