Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,24.5,20.5,18.0,29.5,8.5,14.0,13.0
OB,-24.5,0.0,-4.0,-6.5,5.0,-16.0,-10.5,-11.5
롯데,-20.5,4.0,0.0,-2.5,9.0,-12.0,-6.5,-7.5
삼성,-18.0,6.5,2.5,0.0,11.5,-9.5,-4.0,-5.0
쌍방울,-29.5,-5.0,-9.0,-11.5,0.0,-21.0,-15.5,-16.5
태평양,-8.5,16.0,12.0,9.5,21.0,0.0,5.5,4.5
한화,-14.0,10.5,6.5,4.0,15.5,-5.5,0.0,-1.0
해태,-13.0,11.5,7.5,5.0,16.5,-4.5,1.0,0.0
