Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-12.5,-2.5,5.5,-7.0,-17.0,-0.5,4.0,2.0
LG,-3.0,0.0,-15.5,-5.5,2.5,-10.0,-20.0,-3.5,1.0,-1.0
NC,12.5,15.5,0.0,10.0,18.0,5.5,-4.5,12.0,16.5,14.5
SK,2.5,5.5,-10.0,0.0,8.0,-4.5,-14.5,2.0,6.5,4.5
kt,-5.5,-2.5,-18.0,-8.0,0.0,-12.5,-22.5,-6.0,-1.5,-3.5
넥센,7.0,10.0,-5.5,4.5,12.5,0.0,-10.0,6.5,11.0,9.0
두산,17.0,20.0,4.5,14.5,22.5,10.0,0.0,16.5,21.0,19.0
롯데,0.5,3.5,-12.0,-2.0,6.0,-6.5,-16.5,0.0,4.5,2.5
삼성,-4.0,-1.0,-16.5,-6.5,1.5,-11.0,-21.0,-4.5,0.0,-2.0
한화,-2.0,1.0,-14.5,-4.5,3.5,-9.0,-19.0,-2.5,2.0,0.0
