Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,4.0,8.5,10.0,21.0,16.0,9.5,10.0
OB,-4.0,0.0,4.5,6.0,17.0,12.0,5.5,6.0
롯데,-8.5,-4.5,0.0,1.5,12.5,7.5,1.0,1.5
삼성,-10.0,-6.0,-1.5,0.0,11.0,6.0,-0.5,0.0
쌍방울,-21.0,-17.0,-12.5,-11.0,0.0,-5.0,-11.5,-11.0
태평양,-16.0,-12.0,-7.5,-6.0,5.0,0.0,-6.5,-6.0
한화,-9.5,-5.5,-1.0,0.5,11.5,6.5,0.0,0.5
해태,-10.0,-6.0,-1.5,0.0,11.0,6.0,-0.5,0.0
