Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,4.5,3.0,6.0,6.0,0.0,3.0,1.5
LG,-4.5,0.0,-1.5,1.5,1.5,-4.5,-1.5,-3.0
SK,-3.0,1.5,0.0,3.0,3.0,-3.0,0.0,-1.5
두산,-6.0,-1.5,-3.0,0.0,0.0,-6.0,-3.0,-4.5
롯데,-6.0,-1.5,-3.0,0.0,0.0,-6.0,-3.0,-4.5
삼성,0.0,4.5,3.0,6.0,6.0,0.0,3.0,1.5
한화,-3.0,1.5,0.0,3.0,3.0,-3.0,0.0,-1.5
현대,-1.5,3.0,1.5,4.5,4.5,-1.5,1.5,0.0
