Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,1.5,0.0,-6.5,-5.0,-4.0,-4.5
OB,-1.5,0.0,-1.5,-8.0,-6.5,-5.5,-6.0
롯데,0.0,1.5,0.0,-6.5,-5.0,-4.0,-4.5
빙그레,6.5,8.0,6.5,0.0,1.5,2.5,2.0
삼성,5.0,6.5,5.0,-1.5,0.0,1.0,0.5
태평양,4.0,5.5,4.0,-2.5,-1.0,0.0,-0.5
해태,4.5,6.0,4.5,-2.0,-0.5,0.5,0.0
