Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-12.5,-12.5,-10.0,29.0,-8.0,-0.5,-6.5
두산,12.5,0.0,0.0,2.5,41.5,4.5,12.0,6.0
롯데,12.5,0.0,0.0,2.5,41.5,4.5,12.0,6.0
삼성,10.0,-2.5,-2.5,0.0,39.0,2.0,9.5,3.5
쌍방울,-29.0,-41.5,-41.5,-39.0,0.0,-37.0,-29.5,-35.5
한화,8.0,-4.5,-4.5,-2.0,37.0,0.0,7.5,1.5
해태,0.5,-12.0,-12.0,-9.5,29.5,-7.5,0.0,-6.0
현대,6.5,-6.0,-6.0,-3.5,35.5,-1.5,6.0,0.0
