Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-13.0,2.5,15.5,-7.0,-23.0,4.5,4.0,5.0
LG,1.5,0.0,-11.5,4.0,17.0,-5.5,-21.5,6.0,5.5,6.5
NC,13.0,11.5,0.0,15.5,28.5,6.0,-10.0,17.5,17.0,18.0
SK,-2.5,-4.0,-15.5,0.0,13.0,-9.5,-25.5,2.0,1.5,2.5
kt,-15.5,-17.0,-28.5,-13.0,0.0,-22.5,-38.5,-11.0,-11.5,-10.5
넥센,7.0,5.5,-6.0,9.5,22.5,0.0,-16.0,11.5,11.0,12.0
두산,23.0,21.5,10.0,25.5,38.5,16.0,0.0,27.5,27.0,28.0
롯데,-4.5,-6.0,-17.5,-2.0,11.0,-11.5,-27.5,0.0,-0.5,0.5
삼성,-4.0,-5.5,-17.0,-1.5,11.5,-11.0,-27.0,0.5,0.0,1.0
한화,-5.0,-6.5,-18.0,-2.5,10.5,-12.0,-28.0,-0.5,-1.0,0.0
