Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,17.5,-5.0,3.5,3.0,10.5,9.0,-8.0
SK,-17.5,0.0,-22.5,-14.0,-14.5,-7.0,-8.5,-25.5
두산,5.0,22.5,0.0,8.5,8.0,15.5,14.0,-3.0
롯데,-3.5,14.0,-8.5,0.0,-0.5,7.0,5.5,-11.5
삼성,-3.0,14.5,-8.0,0.5,0.0,7.5,6.0,-11.0
한화,-10.5,7.0,-15.5,-7.0,-7.5,0.0,-1.5,-18.5
해태,-9.0,8.5,-14.0,-5.5,-6.0,1.5,0.0,-17.0
현대,8.0,25.5,3.0,11.5,11.0,18.5,17.0,0.0
