Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-14.5,-3.5,0.5,-6.0,-18.0,-0.5,-1.5,2.0
LG,2.0,0.0,-12.5,-1.5,2.5,-4.0,-16.0,1.5,0.5,4.0
NC,14.5,12.5,0.0,11.0,15.0,8.5,-3.5,14.0,13.0,16.5
SK,3.5,1.5,-11.0,0.0,4.0,-2.5,-14.5,3.0,2.0,5.5
kt,-0.5,-2.5,-15.0,-4.0,0.0,-6.5,-18.5,-1.0,-2.0,1.5
넥센,6.0,4.0,-8.5,2.5,6.5,0.0,-12.0,5.5,4.5,8.0
두산,18.0,16.0,3.5,14.5,18.5,12.0,0.0,17.5,16.5,20.0
롯데,0.5,-1.5,-14.0,-3.0,1.0,-5.5,-17.5,0.0,-1.0,2.5
삼성,1.5,-0.5,-13.0,-2.0,2.0,-4.5,-16.5,1.0,0.0,3.5
한화,-2.0,-4.0,-16.5,-5.5,-1.5,-8.0,-20.0,-2.5,-3.5,0.0
