Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,11.0,-26.0,-14.0,-12.0,-7.0,-6.0,8.0
LG,-11.0,0.0,-37.0,-25.0,-23.0,-18.0,-17.0,-3.0
SK,26.0,37.0,0.0,12.0,14.0,19.0,20.0,34.0
두산,14.0,25.0,-12.0,0.0,2.0,7.0,8.0,22.0
롯데,12.0,23.0,-14.0,-2.0,0.0,5.0,6.0,20.0
삼성,7.0,18.0,-19.0,-7.0,-5.0,0.0,1.0,15.0
한화,6.0,17.0,-20.0,-8.0,-6.0,-1.0,0.0,14.0
히어로즈,-8.0,3.0,-34.0,-22.0,-20.0,-15.0,-14.0,0.0
