Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,13.5,15.5,10.5,24.5,6.5,6.5,10.0
OB,-13.5,0.0,2.0,-3.0,11.0,-7.0,-7.0,-3.5
롯데,-15.5,-2.0,0.0,-5.0,9.0,-9.0,-9.0,-5.5
삼성,-10.5,3.0,5.0,0.0,14.0,-4.0,-4.0,-0.5
쌍방울,-24.5,-11.0,-9.0,-14.0,0.0,-18.0,-18.0,-14.5
태평양,-6.5,7.0,9.0,4.0,18.0,0.0,0.0,3.5
한화,-6.5,7.0,9.0,4.0,18.0,0.0,0.0,3.5
해태,-10.0,3.5,5.5,0.5,14.5,-3.5,-3.5,0.0
