Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-3.0,-15.5,-3.5,-0.5,-6.0,-19.0,-1.5,-1.5,1.0
LG,3.0,0.0,-12.5,-0.5,2.5,-3.0,-16.0,1.5,1.5,4.0
NC,15.5,12.5,0.0,12.0,15.0,9.5,-3.5,14.0,14.0,16.5
SK,3.5,0.5,-12.0,0.0,3.0,-2.5,-15.5,2.0,2.0,4.5
kt,0.5,-2.5,-15.0,-3.0,0.0,-5.5,-18.5,-1.0,-1.0,1.5
넥센,6.0,3.0,-9.5,2.5,5.5,0.0,-13.0,4.5,4.5,7.0
두산,19.0,16.0,3.5,15.5,18.5,13.0,0.0,17.5,17.5,20.0
롯데,1.5,-1.5,-14.0,-2.0,1.0,-4.5,-17.5,0.0,0.0,2.5
삼성,1.5,-1.5,-14.0,-2.0,1.0,-4.5,-17.5,0.0,0.0,2.5
한화,-1.0,-4.0,-16.5,-4.5,-1.5,-7.0,-20.0,-2.5,-2.5,0.0
