Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-11.5,-11.5,-8.0,29.5,-6.0,0.0,-5.5
두산,11.5,0.0,0.0,3.5,41.0,5.5,11.5,6.0
롯데,11.5,0.0,0.0,3.5,41.0,5.5,11.5,6.0
삼성,8.0,-3.5,-3.5,0.0,37.5,2.0,8.0,2.5
쌍방울,-29.5,-41.0,-41.0,-37.5,0.0,-35.5,-29.5,-35.0
한화,6.0,-5.5,-5.5,-2.0,35.5,0.0,6.0,0.5
해태,0.0,-11.5,-11.5,-8.0,29.5,-6.0,0.0,-5.5
현대,5.5,-6.0,-6.0,-2.5,35.0,-0.5,5.5,0.0
