Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,8.5,2.5,-2.0,-0.5,0.5,0.5
OB,-8.5,0.0,-6.0,-10.5,-9.0,-8.0,-8.0
롯데,-2.5,6.0,0.0,-4.5,-3.0,-2.0,-2.0
빙그레,2.0,10.5,4.5,0.0,1.5,2.5,2.5
삼성,0.5,9.0,3.0,-1.5,0.0,1.0,1.0
태평양,-0.5,8.0,2.0,-2.5,-1.0,0.0,0.0
해태,-0.5,8.0,2.0,-2.5,-1.0,0.0,0.0
