Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,12.0,-25.0,-13.0,-13.0,-7.0,-6.0,9.0
LG,-12.0,0.0,-37.0,-25.0,-25.0,-19.0,-18.0,-3.0
SK,25.0,37.0,0.0,12.0,12.0,18.0,19.0,34.0
두산,13.0,25.0,-12.0,0.0,0.0,6.0,7.0,22.0
롯데,13.0,25.0,-12.0,0.0,0.0,6.0,7.0,22.0
삼성,7.0,19.0,-18.0,-6.0,-6.0,0.0,1.0,16.0
한화,6.0,18.0,-19.0,-7.0,-7.0,-1.0,0.0,15.0
히어로즈,-9.0,3.0,-34.0,-22.0,-22.0,-16.0,-15.0,0.0
