Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,-3.0,-4.0,0.0,-1.5,-7.5,0.0,1.0,4.0
LG,1.0,0.0,-2.0,-3.0,1.0,-0.5,-6.5,1.0,2.0,5.0
NC,3.0,2.0,0.0,-1.0,3.0,1.5,-4.5,3.0,4.0,7.0
SK,4.0,3.0,1.0,0.0,4.0,2.5,-3.5,4.0,5.0,8.0
kt,0.0,-1.0,-3.0,-4.0,0.0,-1.5,-7.5,0.0,1.0,4.0
넥센,1.5,0.5,-1.5,-2.5,1.5,0.0,-6.0,1.5,2.5,5.5
두산,7.5,6.5,4.5,3.5,7.5,6.0,0.0,7.5,8.5,11.5
롯데,0.0,-1.0,-3.0,-4.0,0.0,-1.5,-7.5,0.0,1.0,4.0
삼성,-1.0,-2.0,-4.0,-5.0,-1.0,-2.5,-8.5,-1.0,0.0,3.0
한화,-4.0,-5.0,-7.0,-8.0,-4.0,-5.5,-11.5,-4.0,-3.0,0.0
