Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-4.5,-0.5,14.0,-2.5,-5.0,2.0,-5.0,-2.0
LG,-3.5,0.0,-8.0,-4.0,10.5,-6.0,-8.5,-1.5,-8.5,-5.5
NC,4.5,8.0,0.0,4.0,18.5,2.0,-0.5,6.5,-0.5,2.5
SK,0.5,4.0,-4.0,0.0,14.5,-2.0,-4.5,2.5,-4.5,-1.5
kt,-14.0,-10.5,-18.5,-14.5,0.0,-16.5,-19.0,-12.0,-19.0,-16.0
넥센,2.5,6.0,-2.0,2.0,16.5,0.0,-2.5,4.5,-2.5,0.5
두산,5.0,8.5,0.5,4.5,19.0,2.5,0.0,7.0,0.0,3.0
롯데,-2.0,1.5,-6.5,-2.5,12.0,-4.5,-7.0,0.0,-7.0,-4.0
삼성,5.0,8.5,0.5,4.5,19.0,2.5,0.0,7.0,0.0,3.0
한화,2.0,5.5,-2.5,1.5,16.0,-0.5,-3.0,4.0,-3.0,0.0
