Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-7.5,-9.5,-5.0,26.5,-2.0,3.0,-2.5
두산,7.5,0.0,-2.0,2.5,34.0,5.5,10.5,5.0
롯데,9.5,2.0,0.0,4.5,36.0,7.5,12.5,7.0
삼성,5.0,-2.5,-4.5,0.0,31.5,3.0,8.0,2.5
쌍방울,-26.5,-34.0,-36.0,-31.5,0.0,-28.5,-23.5,-29.0
한화,2.0,-5.5,-7.5,-3.0,28.5,0.0,5.0,-0.5
해태,-3.0,-10.5,-12.5,-8.0,23.5,-5.0,0.0,-5.5
현대,2.5,-5.0,-7.0,-2.5,29.0,0.5,5.5,0.0
