Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,20.0,13.5,-5.0,-3.0,4.5,1.5
OB,-20.0,0.0,-6.5,-25.0,-23.0,-15.5,-18.5
롯데,-13.5,6.5,0.0,-18.5,-16.5,-9.0,-12.0
빙그레,5.0,25.0,18.5,0.0,2.0,9.5,6.5
삼성,3.0,23.0,16.5,-2.0,0.0,7.5,4.5
태평양,-4.5,15.5,9.0,-9.5,-7.5,0.0,-3.0
해태,-1.5,18.5,12.0,-6.5,-4.5,3.0,0.0
