Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-11.5,0.5,11.5,-6.0,-14.0,4.5,6.0,4.0
LG,-2.0,0.0,-13.5,-1.5,9.5,-8.0,-16.0,2.5,4.0,2.0
NC,11.5,13.5,0.0,12.0,23.0,5.5,-2.5,16.0,17.5,15.5
SK,-0.5,1.5,-12.0,0.0,11.0,-6.5,-14.5,4.0,5.5,3.5
kt,-11.5,-9.5,-23.0,-11.0,0.0,-17.5,-25.5,-7.0,-5.5,-7.5
넥센,6.0,8.0,-5.5,6.5,17.5,0.0,-8.0,10.5,12.0,10.0
두산,14.0,16.0,2.5,14.5,25.5,8.0,0.0,18.5,20.0,18.0
롯데,-4.5,-2.5,-16.0,-4.0,7.0,-10.5,-18.5,0.0,1.5,-0.5
삼성,-6.0,-4.0,-17.5,-5.5,5.5,-12.0,-20.0,-1.5,0.0,-2.0
한화,-4.0,-2.0,-15.5,-3.5,7.5,-10.0,-18.0,0.5,2.0,0.0
