Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-4.0,-7.5,-5.0,-4.5,-4.5,-4.5,3.5
LG,4.0,0.0,-3.5,-1.0,-0.5,-0.5,-0.5,7.5
SK,7.5,3.5,0.0,2.5,3.0,3.0,3.0,11.0
넥센,5.0,1.0,-2.5,0.0,0.5,0.5,0.5,8.5
두산,4.5,0.5,-3.0,-0.5,0.0,0.0,0.0,8.0
롯데,4.5,0.5,-3.0,-0.5,0.0,0.0,0.0,8.0
삼성,4.5,0.5,-3.0,-0.5,0.0,0.0,0.0,8.0
한화,-3.5,-7.5,-11.0,-8.5,-8.0,-8.0,-8.0,0.0
