Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,4.0,-4.0,0.0,-6.0,1.0,0.0,-7.0
SK,-4.0,0.0,-8.0,-4.0,-10.0,-3.0,-4.0,-11.0
두산,4.0,8.0,0.0,4.0,-2.0,5.0,4.0,-3.0
롯데,0.0,4.0,-4.0,0.0,-6.0,1.0,0.0,-7.0
삼성,6.0,10.0,2.0,6.0,0.0,7.0,6.0,-1.0
한화,-1.0,3.0,-5.0,-1.0,-7.0,0.0,-1.0,-8.0
해태,0.0,4.0,-4.0,0.0,-6.0,1.0,0.0,-7.0
현대,7.0,11.0,3.0,7.0,1.0,8.0,7.0,0.0
