Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,24.0,17.0,-5.0,0.0,9.5,1.5
OB,-24.0,0.0,-7.0,-29.0,-24.0,-14.5,-22.5
롯데,-17.0,7.0,0.0,-22.0,-17.0,-7.5,-15.5
빙그레,5.0,29.0,22.0,0.0,5.0,14.5,6.5
삼성,0.0,24.0,17.0,-5.0,0.0,9.5,1.5
태평양,-9.5,14.5,7.5,-14.5,-9.5,0.0,-8.0
해태,-1.5,22.5,15.5,-6.5,-1.5,8.0,0.0
