Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-13.0,0.5,15.5,-9.0,-22.0,4.5,5.0,4.0
LG,2.0,0.0,-11.0,2.5,17.5,-7.0,-20.0,6.5,7.0,6.0
NC,13.0,11.0,0.0,13.5,28.5,4.0,-9.0,17.5,18.0,17.0
SK,-0.5,-2.5,-13.5,0.0,15.0,-9.5,-22.5,4.0,4.5,3.5
kt,-15.5,-17.5,-28.5,-15.0,0.0,-24.5,-37.5,-11.0,-10.5,-11.5
넥센,9.0,7.0,-4.0,9.5,24.5,0.0,-13.0,13.5,14.0,13.0
두산,22.0,20.0,9.0,22.5,37.5,13.0,0.0,26.5,27.0,26.0
롯데,-4.5,-6.5,-17.5,-4.0,11.0,-13.5,-26.5,0.0,0.5,-0.5
삼성,-5.0,-7.0,-18.0,-4.5,10.5,-14.0,-27.0,-0.5,0.0,-1.0
한화,-4.0,-6.0,-17.0,-3.5,11.5,-13.0,-26.0,0.5,1.0,0.0
