Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-6.5,-1.5,16.0,-4.5,-6.0,1.0,-7.0,-2.0
LG,-2.5,0.0,-9.0,-4.0,13.5,-7.0,-8.5,-1.5,-9.5,-4.5
NC,6.5,9.0,0.0,5.0,22.5,2.0,0.5,7.5,-0.5,4.5
SK,1.5,4.0,-5.0,0.0,17.5,-3.0,-4.5,2.5,-5.5,-0.5
kt,-16.0,-13.5,-22.5,-17.5,0.0,-20.5,-22.0,-15.0,-23.0,-18.0
넥센,4.5,7.0,-2.0,3.0,20.5,0.0,-1.5,5.5,-2.5,2.5
두산,6.0,8.5,-0.5,4.5,22.0,1.5,0.0,7.0,-1.0,4.0
롯데,-1.0,1.5,-7.5,-2.5,15.0,-5.5,-7.0,0.0,-8.0,-3.0
삼성,7.0,9.5,0.5,5.5,23.0,2.5,1.0,8.0,0.0,5.0
한화,2.0,4.5,-4.5,0.5,18.0,-2.5,-4.0,3.0,-5.0,0.0
