Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,10.0,-5.0,3.0,-2.0,4.0,7.0,-6.0
SK,-10.0,0.0,-15.0,-7.0,-12.0,-6.0,-3.0,-16.0
두산,5.0,15.0,0.0,8.0,3.0,9.0,12.0,-1.0
롯데,-3.0,7.0,-8.0,0.0,-5.0,1.0,4.0,-9.0
삼성,2.0,12.0,-3.0,5.0,0.0,6.0,9.0,-4.0
한화,-4.0,6.0,-9.0,-1.0,-6.0,0.0,3.0,-10.0
해태,-7.0,3.0,-12.0,-4.0,-9.0,-3.0,0.0,-13.0
현대,6.0,16.0,1.0,9.0,4.0,10.0,13.0,0.0
