Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-1.0,2.5,-11.0,-6.0,-6.5,-11.0
OB,1.0,0.0,3.5,-10.0,-5.0,-5.5,-10.0
롯데,-2.5,-3.5,0.0,-13.5,-8.5,-9.0,-13.5
빙그레,11.0,10.0,13.5,0.0,5.0,4.5,0.0
삼성,6.0,5.0,8.5,-5.0,0.0,-0.5,-5.0
태평양,6.5,5.5,9.0,-4.5,0.5,0.0,-4.5
해태,11.0,10.0,13.5,0.0,5.0,4.5,0.0
