Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,27.0,19.0,-3.0,1.0,10.5,2.5
OB,-27.0,0.0,-8.0,-30.0,-26.0,-16.5,-24.5
롯데,-19.0,8.0,0.0,-22.0,-18.0,-8.5,-16.5
빙그레,3.0,30.0,22.0,0.0,4.0,13.5,5.5
삼성,-1.0,26.0,18.0,-4.0,0.0,9.5,1.5
태평양,-10.5,16.5,8.5,-13.5,-9.5,0.0,-8.0
해태,-2.5,24.5,16.5,-5.5,-1.5,8.0,0.0
