Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,2.0,6.0,9.5,19.0,13.0,8.5,9.0
OB,-2.0,0.0,4.0,7.5,17.0,11.0,6.5,7.0
롯데,-6.0,-4.0,0.0,3.5,13.0,7.0,2.5,3.0
삼성,-9.5,-7.5,-3.5,0.0,9.5,3.5,-1.0,-0.5
쌍방울,-19.0,-17.0,-13.0,-9.5,0.0,-6.0,-10.5,-10.0
태평양,-13.0,-11.0,-7.0,-3.5,6.0,0.0,-4.5,-4.0
한화,-8.5,-6.5,-2.5,1.0,10.5,4.5,0.0,0.5
해태,-9.0,-7.0,-3.0,0.5,10.0,4.0,-0.5,0.0
