Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,4.0,6.0,-4.5,1.0,1.5,5.5,-13.5
OB,-4.0,0.0,2.0,-8.5,-3.0,-2.5,1.5,-17.5
롯데,-6.0,-2.0,0.0,-10.5,-5.0,-4.5,-0.5,-19.5
삼성,4.5,8.5,10.5,0.0,5.5,6.0,10.0,-9.0
쌍방울,-1.0,3.0,5.0,-5.5,0.0,0.5,4.5,-14.5
한화,-1.5,2.5,4.5,-6.0,-0.5,0.0,4.0,-15.0
해태,-5.5,-1.5,0.5,-10.0,-4.5,-4.0,0.0,-19.0
현대,13.5,17.5,19.5,9.0,14.5,15.0,19.0,0.0
