Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.0,-8.0,-4.0,14.5,2.0,2.0,-2.5
두산,5.0,0.0,-3.0,1.0,19.5,7.0,7.0,2.5
롯데,8.0,3.0,0.0,4.0,22.5,10.0,10.0,5.5
삼성,4.0,-1.0,-4.0,0.0,18.5,6.0,6.0,1.5
쌍방울,-14.5,-19.5,-22.5,-18.5,0.0,-12.5,-12.5,-17.0
한화,-2.0,-7.0,-10.0,-6.0,12.5,0.0,0.0,-4.5
해태,-2.0,-7.0,-10.0,-6.0,12.5,0.0,0.0,-4.5
현대,2.5,-2.5,-5.5,-1.5,17.0,4.5,4.5,0.0
