Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-12.0,3.0,14.0,-6.5,-10.0,3.0,-15.0,0.0
LG,-4.5,0.0,-16.5,-1.5,9.5,-11.0,-14.5,-1.5,-19.5,-4.5
NC,12.0,16.5,0.0,15.0,26.0,5.5,2.0,15.0,-3.0,12.0
SK,-3.0,1.5,-15.0,0.0,11.0,-9.5,-13.0,0.0,-18.0,-3.0
kt,-14.0,-9.5,-26.0,-11.0,0.0,-20.5,-24.0,-11.0,-29.0,-14.0
넥센,6.5,11.0,-5.5,9.5,20.5,0.0,-3.5,9.5,-8.5,6.5
두산,10.0,14.5,-2.0,13.0,24.0,3.5,0.0,13.0,-5.0,10.0
롯데,-3.0,1.5,-15.0,0.0,11.0,-9.5,-13.0,0.0,-18.0,-3.0
삼성,15.0,19.5,3.0,18.0,29.0,8.5,5.0,18.0,0.0,15.0
한화,0.0,4.5,-12.0,3.0,14.0,-6.5,-10.0,3.0,-15.0,0.0
