Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-4.0,-5.0,-17.5,-5.5,1.5,-1.5,-12.0
OB,4.0,0.0,-1.0,-13.5,-1.5,5.5,2.5,-8.0
롯데,5.0,1.0,0.0,-12.5,-0.5,6.5,3.5,-7.0
빙그레,17.5,13.5,12.5,0.0,12.0,19.0,16.0,5.5
삼성,5.5,1.5,0.5,-12.0,0.0,7.0,4.0,-6.5
쌍방울,-1.5,-5.5,-6.5,-19.0,-7.0,0.0,-3.0,-13.5
태평양,1.5,-2.5,-3.5,-16.0,-4.0,3.0,0.0,-10.5
해태,12.0,8.0,7.0,-5.5,6.5,13.5,10.5,0.0
