Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.5,15.5,4.0,8.0,15.0,2.5,13.5
OB,-3.5,0.0,12.0,0.5,4.5,11.5,-1.0,10.0
롯데,-15.5,-12.0,0.0,-11.5,-7.5,-0.5,-13.0,-2.0
삼성,-4.0,-0.5,11.5,0.0,4.0,11.0,-1.5,9.5
쌍방울,-8.0,-4.5,7.5,-4.0,0.0,7.0,-5.5,5.5
한화,-15.0,-11.5,0.5,-11.0,-7.0,0.0,-12.5,-1.5
해태,-2.5,1.0,13.0,1.5,5.5,12.5,0.0,11.0
현대,-13.5,-10.0,2.0,-9.5,-5.5,1.5,-11.0,0.0
