Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.5,-10.5,-3.0,25.5,0.0,3.0,-4.5
두산,5.5,0.0,-5.0,2.5,31.0,5.5,8.5,1.0
롯데,10.5,5.0,0.0,7.5,36.0,10.5,13.5,6.0
삼성,3.0,-2.5,-7.5,0.0,28.5,3.0,6.0,-1.5
쌍방울,-25.5,-31.0,-36.0,-28.5,0.0,-25.5,-22.5,-30.0
한화,0.0,-5.5,-10.5,-3.0,25.5,0.0,3.0,-4.5
해태,-3.0,-8.5,-13.5,-6.0,22.5,-3.0,0.0,-7.5
현대,4.5,-1.0,-6.0,1.5,30.0,4.5,7.5,0.0
