Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,1.0,5.0,10.5,26.0,21.5,15.5,8.5
OB,-1.0,0.0,4.0,9.5,25.0,20.5,14.5,7.5
롯데,-5.0,-4.0,0.0,5.5,21.0,16.5,10.5,3.5
삼성,-10.5,-9.5,-5.5,0.0,15.5,11.0,5.0,-2.0
쌍방울,-26.0,-25.0,-21.0,-15.5,0.0,-4.5,-10.5,-17.5
태평양,-21.5,-20.5,-16.5,-11.0,4.5,0.0,-6.0,-13.0
한화,-15.5,-14.5,-10.5,-5.0,10.5,6.0,0.0,-7.0
해태,-8.5,-7.5,-3.5,2.0,17.5,13.0,7.0,0.0
