Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,7.0,-20.0,-10.0,-7.0,-4.0,-8.0,2.0
LG,-7.0,0.0,-27.0,-17.0,-14.0,-11.0,-15.0,-5.0
SK,20.0,27.0,0.0,10.0,13.0,16.0,12.0,22.0
두산,10.0,17.0,-10.0,0.0,3.0,6.0,2.0,12.0
롯데,7.0,14.0,-13.0,-3.0,0.0,3.0,-1.0,9.0
삼성,4.0,11.0,-16.0,-6.0,-3.0,0.0,-4.0,6.0
한화,8.0,15.0,-12.0,-2.0,1.0,4.0,0.0,10.0
히어로즈,-2.0,5.0,-22.0,-12.0,-9.0,-6.0,-10.0,0.0
