Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-21.0,4.5,-14.5,-6.5,-17.5,8.5
LG,-1.0,0.0,-22.0,3.5,-15.5,-7.5,-18.5,7.5
SK,21.0,22.0,0.0,25.5,6.5,14.5,3.5,29.5
넥센,-4.5,-3.5,-25.5,0.0,-19.0,-11.0,-22.0,4.0
두산,14.5,15.5,-6.5,19.0,0.0,8.0,-3.0,23.0
롯데,6.5,7.5,-14.5,11.0,-8.0,0.0,-11.0,15.0
삼성,17.5,18.5,-3.5,22.0,3.0,11.0,0.0,26.0
한화,-8.5,-7.5,-29.5,-4.0,-23.0,-15.0,-26.0,0.0
