Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.5,-10.0,3.0,17.0,-4.5,-6.0,4.0,-14.0,1.0
LG,-6.5,0.0,-16.5,-3.5,10.5,-11.0,-12.5,-2.5,-20.5,-5.5
NC,10.0,16.5,0.0,13.0,27.0,5.5,4.0,14.0,-4.0,11.0
SK,-3.0,3.5,-13.0,0.0,14.0,-7.5,-9.0,1.0,-17.0,-2.0
kt,-17.0,-10.5,-27.0,-14.0,0.0,-21.5,-23.0,-13.0,-31.0,-16.0
넥센,4.5,11.0,-5.5,7.5,21.5,0.0,-1.5,8.5,-9.5,5.5
두산,6.0,12.5,-4.0,9.0,23.0,1.5,0.0,10.0,-8.0,7.0
롯데,-4.0,2.5,-14.0,-1.0,13.0,-8.5,-10.0,0.0,-18.0,-3.0
삼성,14.0,20.5,4.0,17.0,31.0,9.5,8.0,18.0,0.0,15.0
한화,-1.0,5.5,-11.0,2.0,16.0,-5.5,-7.0,3.0,-15.0,0.0
