Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-4.5,-0.5,16.0,-3.5,-4.0,-2.0,-7.0,-1.0
LG,-3.5,0.0,-8.0,-4.0,12.5,-7.0,-7.5,-5.5,-10.5,-4.5
NC,4.5,8.0,0.0,4.0,20.5,1.0,0.5,2.5,-2.5,3.5
SK,0.5,4.0,-4.0,0.0,16.5,-3.0,-3.5,-1.5,-6.5,-0.5
kt,-16.0,-12.5,-20.5,-16.5,0.0,-19.5,-20.0,-18.0,-23.0,-17.0
넥센,3.5,7.0,-1.0,3.0,19.5,0.0,-0.5,1.5,-3.5,2.5
두산,4.0,7.5,-0.5,3.5,20.0,0.5,0.0,2.0,-3.0,3.0
롯데,2.0,5.5,-2.5,1.5,18.0,-1.5,-2.0,0.0,-5.0,1.0
삼성,7.0,10.5,2.5,6.5,23.0,3.5,3.0,5.0,0.0,6.0
한화,1.0,4.5,-3.5,0.5,17.0,-2.5,-3.0,-1.0,-6.0,0.0
