Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.0,16.5,0.5,5.5,13.0,-1.5,15.5
OB,-3.0,0.0,13.5,-2.5,2.5,10.0,-4.5,12.5
롯데,-16.5,-13.5,0.0,-16.0,-11.0,-3.5,-18.0,-1.0
삼성,-0.5,2.5,16.0,0.0,5.0,12.5,-2.0,15.0
쌍방울,-5.5,-2.5,11.0,-5.0,0.0,7.5,-7.0,10.0
한화,-13.0,-10.0,3.5,-12.5,-7.5,0.0,-14.5,2.5
해태,1.5,4.5,18.0,2.0,7.0,14.5,0.0,17.0
현대,-15.5,-12.5,1.0,-15.0,-10.0,-2.5,-17.0,0.0
