Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.5,-15.0,2.5,15.5,-8.0,-23.0,3.5,4.0,4.0
LG,2.5,0.0,-12.5,5.0,18.0,-5.5,-20.5,6.0,6.5,6.5
NC,15.0,12.5,0.0,17.5,30.5,7.0,-8.0,18.5,19.0,19.0
SK,-2.5,-5.0,-17.5,0.0,13.0,-10.5,-25.5,1.0,1.5,1.5
kt,-15.5,-18.0,-30.5,-13.0,0.0,-23.5,-38.5,-12.0,-11.5,-11.5
넥센,8.0,5.5,-7.0,10.5,23.5,0.0,-15.0,11.5,12.0,12.0
두산,23.0,20.5,8.0,25.5,38.5,15.0,0.0,26.5,27.0,27.0
롯데,-3.5,-6.0,-18.5,-1.0,12.0,-11.5,-26.5,0.0,0.5,0.5
삼성,-4.0,-6.5,-19.0,-1.5,11.5,-12.0,-27.0,-0.5,0.0,0.0
한화,-4.0,-6.5,-19.0,-1.5,11.5,-12.0,-27.0,-0.5,0.0,0.0
