Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-2.5,2.5,-21.5,-8.5,-11.0,-16.0
OB,2.5,0.0,5.0,-19.0,-6.0,-8.5,-13.5
롯데,-2.5,-5.0,0.0,-24.0,-11.0,-13.5,-18.5
빙그레,21.5,19.0,24.0,0.0,13.0,10.5,5.5
삼성,8.5,6.0,11.0,-13.0,0.0,-2.5,-7.5
태평양,11.0,8.5,13.5,-10.5,2.5,0.0,-5.0
해태,16.0,13.5,18.5,-5.5,7.5,5.0,0.0
