Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-18.0,-2.0,15.0,-11.5,-11.0,1.5,-20.0,-1.0
LG,-3.0,0.0,-21.0,-5.0,12.0,-14.5,-14.0,-1.5,-23.0,-4.0
NC,18.0,21.0,0.0,16.0,33.0,6.5,7.0,19.5,-2.0,17.0
SK,2.0,5.0,-16.0,0.0,17.0,-9.5,-9.0,3.5,-18.0,1.0
kt,-15.0,-12.0,-33.0,-17.0,0.0,-26.5,-26.0,-13.5,-35.0,-16.0
넥센,11.5,14.5,-6.5,9.5,26.5,0.0,0.5,13.0,-8.5,10.5
두산,11.0,14.0,-7.0,9.0,26.0,-0.5,0.0,12.5,-9.0,10.0
롯데,-1.5,1.5,-19.5,-3.5,13.5,-13.0,-12.5,0.0,-21.5,-2.5
삼성,20.0,23.0,2.0,18.0,35.0,8.5,9.0,21.5,0.0,19.0
한화,1.0,4.0,-17.0,-1.0,16.0,-10.5,-10.0,2.5,-19.0,0.0
