Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.0,4.0,6.0,9.5,12.0,5.5,6.5
OB,0.0,0.0,4.0,6.0,9.5,12.0,5.5,6.5
롯데,-4.0,-4.0,0.0,2.0,5.5,8.0,1.5,2.5
삼성,-6.0,-6.0,-2.0,0.0,3.5,6.0,-0.5,0.5
쌍방울,-9.5,-9.5,-5.5,-3.5,0.0,2.5,-4.0,-3.0
태평양,-12.0,-12.0,-8.0,-6.0,-2.5,0.0,-6.5,-5.5
한화,-5.5,-5.5,-1.5,0.5,4.0,6.5,0.0,1.0
해태,-6.5,-6.5,-2.5,-0.5,3.0,5.5,-1.0,0.0
