Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-5.0,3.0,-3.5,2.0,-1.0,2.0
LG,1.5,0.0,-3.5,4.5,-2.0,3.5,0.5,3.5
SK,5.0,3.5,0.0,8.0,1.5,7.0,4.0,7.0
넥센,-3.0,-4.5,-8.0,0.0,-6.5,-1.0,-4.0,-1.0
두산,3.5,2.0,-1.5,6.5,0.0,5.5,2.5,5.5
롯데,-2.0,-3.5,-7.0,1.0,-5.5,0.0,-3.0,0.0
삼성,1.0,-0.5,-4.0,4.0,-2.5,3.0,0.0,3.0
한화,-2.0,-3.5,-7.0,1.0,-5.5,0.0,-3.0,0.0
