Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-3.0,-16.0,-16.0,-5.0,-20.0,-14.0,-5.0
LG,3.0,0.0,-13.0,-13.0,-2.0,-17.0,-11.0,-2.0
SK,16.0,13.0,0.0,0.0,11.0,-4.0,2.0,11.0
두산,16.0,13.0,0.0,0.0,11.0,-4.0,2.0,11.0
롯데,5.0,2.0,-11.0,-11.0,0.0,-15.0,-9.0,0.0
삼성,20.0,17.0,4.0,4.0,15.0,0.0,6.0,15.0
한화,14.0,11.0,-2.0,-2.0,9.0,-6.0,0.0,9.0
현대,5.0,2.0,-11.0,-11.0,0.0,-15.0,-9.0,0.0
