Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,1.0,4.0,9.5,26.0,21.5,14.5,9.5
OB,-1.0,0.0,3.0,8.5,25.0,20.5,13.5,8.5
롯데,-4.0,-3.0,0.0,5.5,22.0,17.5,10.5,5.5
삼성,-9.5,-8.5,-5.5,0.0,16.5,12.0,5.0,0.0
쌍방울,-26.0,-25.0,-22.0,-16.5,0.0,-4.5,-11.5,-16.5
태평양,-21.5,-20.5,-17.5,-12.0,4.5,0.0,-7.0,-12.0
한화,-14.5,-13.5,-10.5,-5.0,11.5,7.0,0.0,-5.0
해태,-9.5,-8.5,-5.5,0.0,16.5,12.0,5.0,0.0
