Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-12.5,-3.5,2.5,-5.0,-17.0,-0.5,2.5,4.5
LG,-1.0,0.0,-13.5,-4.5,1.5,-6.0,-18.0,-1.5,1.5,3.5
NC,12.5,13.5,0.0,9.0,15.0,7.5,-4.5,12.0,15.0,17.0
SK,3.5,4.5,-9.0,0.0,6.0,-1.5,-13.5,3.0,6.0,8.0
kt,-2.5,-1.5,-15.0,-6.0,0.0,-7.5,-19.5,-3.0,0.0,2.0
넥센,5.0,6.0,-7.5,1.5,7.5,0.0,-12.0,4.5,7.5,9.5
두산,17.0,18.0,4.5,13.5,19.5,12.0,0.0,16.5,19.5,21.5
롯데,0.5,1.5,-12.0,-3.0,3.0,-4.5,-16.5,0.0,3.0,5.0
삼성,-2.5,-1.5,-15.0,-6.0,0.0,-7.5,-19.5,-3.0,0.0,2.0
한화,-4.5,-3.5,-17.0,-8.0,-2.0,-9.5,-21.5,-5.0,-2.0,0.0
