Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.5,-9.5,-4.5,12.0,-8.5,-10.0,0.0,-10.0,-6.0
LG,-1.5,0.0,-11.0,-6.0,10.5,-10.0,-11.5,-1.5,-11.5,-7.5
NC,9.5,11.0,0.0,5.0,21.5,1.0,-0.5,9.5,-0.5,3.5
SK,4.5,6.0,-5.0,0.0,16.5,-4.0,-5.5,4.5,-5.5,-1.5
kt,-12.0,-10.5,-21.5,-16.5,0.0,-20.5,-22.0,-12.0,-22.0,-18.0
넥센,8.5,10.0,-1.0,4.0,20.5,0.0,-1.5,8.5,-1.5,2.5
두산,10.0,11.5,0.5,5.5,22.0,1.5,0.0,10.0,0.0,4.0
롯데,0.0,1.5,-9.5,-4.5,12.0,-8.5,-10.0,0.0,-10.0,-6.0
삼성,10.0,11.5,0.5,5.5,22.0,1.5,0.0,10.0,0.0,4.0
한화,6.0,7.5,-3.5,1.5,18.0,-2.5,-4.0,6.0,-4.0,0.0
